City,State,Population,lat,lon,Status,Color
Denver,Colorado,649495,39.7392358,-104.990251,3,black
Springfield,Illinois,117006,39.7817213,-89.6501481,4,green
Campbell,California,40584,37.2871651,-121.9499568,1,green
Moreno Valley,California,201175,33.9424658,-117.2296717,2,yellow
Kettering,Ohio,55870,39.6895036,-84.1688274,3,red
Lincoln Park,Michigan,37313,42.2505943,-83.1785361,4,black
Lake Havasu City,Arizona,52844,34.483901,-114.3224548,1,green
North Little Rock,Arkansas,66075,34.769536,-92.2670941,2,yellow
Reno,Nevada,233294,39.5296329,-119.8138027,3,red
Littleton,Colorado,44275,39.613321,-105.0166498,4,black
Prescott,Arizona,40590,34.5400242,-112.4685025,1,green
Dublin,California,52105,37.7021521,-121.9357918,2,yellow
Texarkana,Texas,37442,33.425125,-94.0476882,3,red
Portland,Maine,66318,43.661471,-70.2553259,4,black
Brooklyn Park,Minnesota,78373,45.0941315,-93.3563405,1,green
West Haven,Connecticut,55046,41.2705484,-72.9469711,2,green
El Centro,California,43363,32.792,-115.5630514,3,yellow
The Colony,Texas,39458,33.0806083,-96.8928309,4,red
Flint,Michigan,99763,43.0125274,-83.6874562,1,black
Pittsburg,California,66695,38.0279762,-121.8846806,2,green
Buckeye,Arizona,56683,33.3703197,-112.5837766,3,yellow
Brea,California,40963,33.9166805,-117.9000604,4,red
Indio,California,83539,33.7205771,-116.2155619,1,black
Scottsdale,Arizona,226918,33.4941704,-111.9260519,2,green
Columbus,Ohio,822553,39.9611755,-82.9987942,3,yellow
Lancaster,Pennsylvania,59325,40.0378755,-76.3055144,4,red
Lincoln,Nebraska,268738,40.8257625,-96.6851982,1,black
Trenton,New Jersey,84349,40.2170534,-74.7429384,2,green
Boston,Massachusetts,645966,42.3600825,-71.0588801,3,green
Glendora,California,51074,34.1361187,-117.865339,4,yellow
Rochester,Minnesota,110742,44.0121221,-92.4801989,1,red
Florissant,Missouri,52363,38.789217,-90.322614,2,black
Annapolis,Maryland,38722,38.9784453,-76.4921829,3,green
Chapel Hill,North Carolina,59635,35.9131996,-79.0558445,4,yellow
Lawrence,Indiana,47135,39.8386516,-86.0252612,1,red
Calexico,California,39389,32.6789476,-115.4988834,2,black
Calumet City,Illinois,37240,41.6155909,-87.5294871,3,green
Missoula,Montana,69122,46.8787176,-113.996586,4,yellow
Clovis,California,99769,36.8252277,-119.7029194,1,red
Pearland,Texas,100065,29.5635666,-95.2860474,2,black
Gilbert,Arizona,229972,33.3528264,-111.789027,3,green
Wausau,Wisconsin,39309,44.9591352,-89.6301221,4,green
Raleigh,North Carolina,431746,35.7795897,-78.6381787,1,yellow
Orange,California,139969,33.7877944,-117.8531119,2,red
Walnut Creek,California,66900,37.9100783,-122.0651819,3,black
Bremerton,Washington,39056,47.5673202,-122.6329356,4,green
Porterville,California,55174,36.06523,-119.0167679,1,yellow
Marana,Arizona,38290,32.436381,-111.2224422,2,red
Tallahassee,Florida,186411,30.4382559,-84.2807329,3,black
Conroe,Texas,63032,30.3118769,-95.4560512,4,green
Blacksburg,Virginia,43609,37.2295733,-80.4139393,1,yellow
San Antonio,Texas,1409019,29.4241219,-98.4936282,2,red
Hartford,Connecticut,125017,41.7637111,-72.6850932,3,black
Waterloo,Iowa,68366,42.492786,-92.3425775,4,green
Binghamton,New York,46444,42.0986867,-75.9179738,1,green
Meridian,Idaho,83596,43.6121087,-116.3915131,2,yellow
Fond du Lac,Wisconsin,42970,43.7730448,-88.4470508,3,red
Baytown,Texas,75418,29.7355047,-94.9774274,4,black
Cary,North Carolina,151088,35.79154,-78.7811169,1,green
Weymouth Town,Massachusetts,55419,42.2180724,-70.9410356,2,yellow
Tulsa,Oklahoma,398121,36.1539816,-95.992775,3,red
Mission,Texas,81050,26.2159066,-98.3252932,4,black
Cuyahoga Falls,Ohio,49267,41.1339449,-81.4845585,1,green
Malden,Massachusetts,60509,42.4250964,-71.066163,2,yellow
Allen,Texas,92020,33.1031744,-96.6705503,3,red
Tucson,Arizona,526116,32.2217429,-110.926479,4,black
Franklin,Tennessee,68886,35.9250637,-86.8688899,1,green
Shakopee,Minnesota,39167,44.7973962,-93.5272861,2,green
Jacksonville,Florida,842583,30.3321838,-81.655651,3,yellow
Atlantic City,New Jersey,39551,39.3642834,-74.4229266,4,red
Erie,Pennsylvania,100671,42.1292241,-80.085059,1,black
Merced,California,81102,37.3021632,-120.4829677,2,green
Abilene,Texas,120099,32.4487364,-99.7331439,3,yellow
Yorba Linda,California,67032,33.8886259,-117.8131125,4,red
Greenville,South Carolina,61397,34.8526176,-82.3940104,1,black
Huntersville,North Carolina,50458,35.410694,-80.8428504,2,green
St. Clair Shores,Michigan,60070,42.4974085,-82.8963604,3,yellow
Harrisburg,Pennsylvania,49188,40.2731911,-76.8867008,4,red
San Buenaventura (Ventura),California,108817,34.274646,-119.2290316,1,black
Fremont,California,224922,37.5482697,-121.9885719,2,green
Pueblo,Colorado,108249,38.2544472,-104.6091409,3,green
Chelsea,Massachusetts,37670,42.3917638,-71.0328284,4,yellow
Belleville,Illinois,42895,38.5200504,-89.9839935,1,red
Minneapolis,Minnesota,400070,44.977753,-93.2650108,2,black
Bartlett,Tennessee,58226,35.2045328,-89.8739753,3,green
Wichita Falls,Texas,104898,33.9137085,-98.4933873,4,yellow
Missouri City,Texas,70185,29.6185669,-95.5377215,1,red
St. Louis,Missouri,318416,38.6270025,-90.1994042,2,black
Pharr,Texas,73790,26.1947962,-98.1836216,3,green
Albuquerque,New Mexico,556495,35.0853336,-106.6055534,4,yellow
Athens-Clarke County,Georgia,119980,33.9519347,-83.357567,1,red
South Jordan,Utah,59366,40.5621704,-111.929658,2,black
North Las Vegas,Nevada,226877,36.1988592,-115.1175013,3,green
Pomona,California,151348,34.055103,-117.7499909,4,green
Eastvale,California,55191,33.952463,-117.5848025,1,yellow
Grove City,Ohio,37490,39.8814519,-83.0929644,2,red
Lawrence,Kansas,90811,38.9716689,-95.2352501,3,black
Midland,Texas,123933,31.9973456,-102.0779146,4,green
Oklahoma City,Oklahoma,610613,35.4675602,-97.5164276,1,yellow
Oro Valley,Arizona,41627,32.3909071,-110.966488,2,red
Mesa,Arizona,457587,33.4151843,-111.8314724,3,black
Norwalk,Connecticut,87776,41.117744,-73.4081575,4,green
Kentwood,Michigan,50233,42.8694731,-85.6447492,1,yellow
Brookfield,Wisconsin,37999,43.0605671,-88.1064787,2,red
Rockwall,Texas,40922,32.9312336,-96.4597089,3,black
Mishawaka,Indiana,47989,41.6619927,-86.1586156,4,green
Tustin,California,78327,33.7458511,-117.826166,1,green
St. Cloud,Minnesota,66297,45.5579451,-94.1632404,2,yellow
Passaic,New Jersey,70868,40.8567662,-74.1284764,3,red
Escondido,California,148738,33.1192068,-117.086421,4,black
San Bruno,California,42443,37.6304904,-122.4110835,1,green
Berkeley,California,116768,37.8715926,-122.272747,2,yellow
San Clemente,California,65040,33.4269728,-117.6119925,3,red
Lawton,Oklahoma,97151,34.6035669,-98.3959291,4,black
Eau Claire,Wisconsin,67545,44.811349,-91.4984941,1,green
Maricopa,Arizona,45508,33.0581063,-112.0476423,2,yellow
DeSoto,Texas,51483,32.5896998,-96.8570738,3,red
Fort Wayne,Indiana,256496,41.079273,-85.1393513,4,black
Shoreline,Washington,54790,47.7556531,-122.3415178,1,green
Medford,Massachusetts,57170,42.4184296,-71.1061639,2,green
La Habra,California,61653,33.9319578,-117.9461734,3,yellow
Albany,New York,98424,42.6525793,-73.7562317,4,red
Daly City,California,104739,37.6879241,-122.4702079,1,black
Taylor,Michigan,61817,42.240872,-83.2696509,2,green
Lynchburg,Virginia,78014,37.4137536,-79.1422464,3,yellow
Bowie,Maryland,56759,39.0067768,-76.7791365,4,red
Danbury,Connecticut,83684,41.394817,-73.4540111,1,black
Charlottesville,Virginia,44349,38.0293059,-78.4766781,2,green
Coral Gables,Florida,49631,25.72149,-80.2683838,3,yellow
Coeur d'Alene,Idaho,46402,47.6776832,-116.7804664,4,red
El Monte,California,115708,34.0686206,-118.0275667,1,black
Crystal Lake,Illinois,40388,42.2411344,-88.3161965,2,green
Danville,California,43341,37.8215929,-121.9999606,3,green
Goodyear,Arizona,72864,33.4353394,-112.3576567,4,yellow
Paterson,New Jersey,145948,40.9167654,-74.171811,1,red
Salem,Oregon,160614,44.9428975,-123.0350963,2,black
Kissimmee,Florida,65173,28.2919557,-81.407571,3,green
Saginaw,Michigan,50303,43.4194699,-83.9508068,4,yellow
Brownsville,Texas,181860,25.9017472,-97.4974838,1,red
Flower Mound,Texas,68609,33.0145673,-97.0969552,2,black
Grapevine,Texas,50195,32.9342919,-97.0780654,3,green
Edina,Minnesota,49376,44.8896866,-93.3499489,4,yellow
Detroit,Michigan,688701,42.331427,-83.0457538,1,red
Fairfield,Ohio,42635,39.3454673,-84.5603187,2,black
Mansfield,Texas,60872,32.5631924,-97.1416768,3,green
Rochester,New York,210358,43.16103,-77.6109219,4,green
Birmingham,Alabama,212113,33.5206608,-86.80249,1,yellow
Austin,Texas,885400,30.267153,-97.7430608,2,red
Santa Barbara,California,90412,34.4208305,-119.6981901,3,black
Addison,Illinois,37385,41.931696,-87.9889556,4,green
Rio Rancho,New Mexico,91956,35.2327544,-106.6630437,1,yellow
Normal,Illinois,54664,40.5142026,-88.9906312,2,red
Romeoville,Illinois,39650,41.6475306,-88.0895061,3,black
Coon Rapids,Minnesota,62103,45.1732394,-93.3030063,4,green
San Mateo,California,101128,37.5629917,-122.3255254,1,yellow
Orlando,Florida,255483,28.5383355,-81.3792365,2,red
Casper,Wyoming,59628,42.866632,-106.313081,3,black
Bedford,Texas,48592,32.844017,-97.1430671,4,green
Wilmington,North Carolina,112067,34.2257255,-77.9447102,1,green
Pinellas Park,Florida,49998,27.8428025,-82.6995443,2,yellow
North Miami Beach,Florida,43250,25.9331488,-80.1625463,3,red
Kansas City,Kansas,148483,39.114053,-94.6274636,4,black
Fitchburg,Massachusetts,40383,42.5834228,-71.8022955,1,green
Wheeling,Illinois,38015,42.1391927,-87.9289591,2,yellow
Newton,Massachusetts,87971,42.3370413,-71.2092214,3,red
North Miami,Florida,61007,25.8900949,-80.1867138,4,black
Norwich,Connecticut,40347,41.5242649,-72.0759105,1,green
Newark,New Jersey,278427,40.735657,-74.1723667,2,yellow
Alexandria,Louisiana,48426,31.3112936,-92.4451371,3,red
Blaine,Minnesota,60407,45.1607987,-93.2349489,4,black
Harlingen,Texas,65665,26.1906306,-97.6961026,1,green
Lompoc,California,43509,34.6391501,-120.4579409,2,green
Denton,Texas,123099,33.2148412,-97.1330683,3,yellow
Galveston,Texas,48733,29.3013479,-94.7976958,4,red
Greenwood,Indiana,53665,39.6136578,-86.1066526,1,black
Salinas,California,155662,36.6777372,-121.6555013,2,green
Miami Gardens,Florida,111378,25.9420377,-80.2456045,3,yellow
Huntington,West Virginia,49177,38.4192496,-82.445154,4,red
Laredo,Texas,248142,27.5305671,-99.4803241,1,black
Melbourne,Florida,77508,28.0836269,-80.6081089,2,green
Haltom City,Texas,43580,32.7995738,-97.2691817,3,yellow
Palm Bay,Florida,104898,28.0344621,-80.5886646,4,red
Wilson,North Carolina,49628,35.7212689,-77.9155395,1,black
Bountiful,Utah,43023,40.8893895,-111.880771,2,green
Ceres,California,46714,37.5949316,-120.9577098,3,green
Parma,Ohio,80429,41.4047742,-81.7229086,4,yellow
Rapid City,South Dakota,70812,44.0805434,-103.2310149,1,red
Bell Gardens,California,42889,33.9652918,-118.1514588,2,black
Commerce City,Colorado,49799,39.8083196,-104.9338675,3,green
Springfield,Massachusetts,153703,42.1014831,-72.589811,4,yellow
Fort Collins,Colorado,152061,40.5852602,-105.084423,1,red
San Leandro,California,87965,37.7249296,-122.1560768,2,black
Vista,California,96929,33.2000368,-117.2425355,3,green
Yonkers,New York,199766,40.9312099,-73.8987469,4,yellow
Cincinnati,Ohio,297517,39.1031182,-84.5120196,1,red
Hagerstown,Maryland,40612,39.6417629,-77.7199932,2,black
Sanford,Florida,56002,28.8028612,-81.269453,3,green
Union City,New Jersey,68247,40.6975898,-74.2631635,4,green
Toledo,Ohio,282313,41.6639383,-83.555212,1,yellow
Sierra Vista,Arizona,45129,31.5455001,-110.2772856,2,red
Newport News,Virginia,182020,37.0870821,-76.4730122,3,black
Hammond,Indiana,78967,41.5833688,-87.5000412,4,green
Buffalo Grove,Illinois,41778,42.1662831,-87.9631308,1,yellow
Sugar Land,Texas,83860,29.6196787,-95.6349463,2,red
Huntsville,Alabama,186254,34.7303688,-86.5861037,3,black
Lodi,California,63338,38.1341477,-121.2722194,4,green
Edmonds,Washington,40727,47.8106521,-122.3773552,1,yellow
Duncanville,Texas,39605,32.6518004,-96.9083366,2,red
Rocky Mount,North Carolina,56954,35.9382103,-77.7905339,3,black
Pontiac,Michigan,59887,42.6389216,-83.2910468,4,green
National City,California,59834,32.6781085,-117.0991967,1,green
Hayward,California,151574,37.6688205,-122.0807964,2,yellow
Niagara Falls,New York,49468,43.0962143,-79.0377388,3,red
Sparks,Nevada,93282,39.5349112,-119.7526886,4,black
Hanford,California,54686,36.3274502,-119.6456844,1,green
Cypress,California,49087,33.8169599,-118.0372852,2,yellow
Youngstown,Ohio,65184,41.0997803,-80.6495194,3,red
Madison,Alabama,45799,34.6992579,-86.7483318,4,black
Redlands,California,69999,34.0555693,-117.1825381,1,green
Cape Girardeau,Missouri,38816,37.3058839,-89.5181476,2,yellow
Nampa,Idaho,86518,43.5407172,-116.5634624,3,red
Washington,District of Columbia,646449,38.9071923,-77.0368707,4,black
Wheaton,Illinois,53648,41.8661403,-88.1070127,1,green
Lancaster,Texas,38071,32.5920798,-96.7561082,2,green
Rialto,California,101910,34.1064001,-117.3703235,3,yellow
Fargo,North Dakota,113658,46.8771863,-96.7898034,4,red
Peoria,Illinois,116513,40.6936488,-89.5889864,1,black
Omaha,Nebraska,434353,41.2523634,-95.9979883,2,green
Rancho Santa Margarita,California,49228,33.640855,-117.603104,3,yellow
Manhattan,Kansas,56143,39.1836082,-96.5716694,4,red
Palm Springs,California,46281,33.8302961,-116.5452921,1,black
San Diego,California,1355896,32.715738,-117.1610838,2,green
Santa Rosa,California,171990,38.440429,-122.7140548,3,yellow
Lowell,Massachusetts,108861,42.6334247,-71.3161718,4,red
Broken Arrow,Oklahoma,103500,36.060949,-95.7974526,1,black
Kent,Washington,124435,47.3809335,-122.2348431,2,green
Nashville,Tennessee,634464,36.1626638,-86.7816016,3,green
Hackensack,New Jersey,44113,40.8859325,-74.0434736,4,yellow
Broomfield,Colorado,59471,39.9205411,-105.0866504,1,red
Durham,North Carolina,245475,35.9940329,-78.898619,2,black
Wichita,Kansas,386552,37.688889,-97.336111,3,green
Cathedral City,California,52977,33.7805388,-116.4668036,4,yellow
Lakeville,Minnesota,58562,44.6496868,-93.24272,1,red
Elmhurst,Illinois,45556,41.8994744,-87.9403418,2,black
Weslaco,Texas,37093,26.1595194,-97.9908366,3,green
Greenfield,Wisconsin,37159,42.9614039,-88.0125865,4,yellow
Sunnyvale,California,147559,37.36883,-122.0363496,1,red
Santa Cruz,California,62864,36.9741171,-122.0307963,2,black
Kenosha,Wisconsin,99889,42.5847425,-87.8211854,3,green
State College,Pennsylvania,41757,40.7933949,-77.8600012,4,green
Mansfield,Ohio,46454,40.75839,-82.5154471,1,yellow
Quincy,Illinois,40915,39.9356016,-91.4098726,2,red
Pompano Beach,Florida,104410,26.2378597,-80.1247667,3,black
San Angelo,Texas,97492,31.4637723,-100.4370375,4,green
Bloomington,Illinois,78902,40.4842027,-88.9936873,1,yellow
Tracy,California,84691,37.7396513,-121.4252227,2,red
Spartanburg,South Carolina,37647,34.9495672,-81.9320482,3,black
Nashua,New Hampshire,87137,42.7653662,-71.467566,4,green
Macon,Georgia,89981,32.8406946,-83.6324022,1,yellow
Hempstead,New York,55361,40.7062128,-73.6187397,2,red
Camden,New Jersey,76903,39.9259463,-75.1196199,3,black
Palm Desert,California,50508,33.7222445,-116.3744556,4,green
Streamwood,Illinois,40351,42.0255827,-88.1784085,1,green
Chesapeake,Virginia,230571,36.7682088,-76.2874927,2,yellow
Dublin,Ohio,43607,40.0992294,-83.1140771,3,red
Camarillo,California,66086,34.2163937,-119.0376023,4,black
Muskegon,Michigan,37213,43.2341813,-86.2483921,1,green
Elizabeth,New Jersey,127558,40.6639916,-74.2107006,2,yellow
Anchorage,Alaska,300950,61.2180556,-149.9002778,3,red
Minot,North Dakota,46321,48.2329668,-101.2922906,4,black
Davie,Florida,96830,26.0764783,-80.2521157,1,green
McAllen,Texas,136639,26.2034071,-98.2300124,2,yellow
McKinney,Texas,148559,33.1972465,-96.6397822,3,red
Killeen,Texas,137147,31.1171194,-97.7277959,4,black
Findlay,Ohio,41512,41.04422,-83.6499321,1,green
Oakland,California,406253,37.8043637,-122.2711137,2,green
Mountain View,California,77846,37.3860517,-122.0838511,3,yellow
Lake Elsinore,California,57525,33.6680772,-117.3272615,4,red
Amarillo,Texas,196429,35.2219971,-101.8312969,1,black
Provo,Utah,116288,40.2338438,-111.6585337,2,green
Atlanta,Georgia,447841,33.7489954,-84.3879824,3,yellow
Monterey Park,California,61085,34.0625106,-118.1228476,4,red
Strongsville,Ohio,44730,41.3144966,-81.83569,1,black
Madera,California,63105,36.9613356,-120.0607176,2,green
Decatur,Illinois,74710,39.8403147,-88.9548001,3,yellow
Woonsocket,Rhode Island,41026,42.0028761,-71.5147839,4,red
Mobile,Alabama,194899,30.6953657,-88.0398912,1,black
Vallejo,California,118837,38.1040864,-122.2566367,2,green
Arcadia,California,57639,34.1397292,-118.0353449,3,green
Collierville,Tennessee,47333,35.042036,-89.6645266,4,yellow
Jefferson City,Missouri,43330,38.5767017,-92.1735164,1,red
Longview,Texas,81443,32.5007037,-94.7404891,2,black
Chandler,Arizona,249146,33.3061605,-111.8412502,3,green
Arvada,Colorado,111707,39.8027644,-105.0874842,4,yellow
Alhambra,California,84577,34.095287,-118.1270146,1,red
Kokomo,Indiana,56895,40.486427,-86.1336033,2,black
Oakland Park,Florida,43286,26.1723065,-80.1319893,3,green
Indianapolis,Indiana,843393,39.768403,-86.158068,4,yellow
Boynton Beach,Florida,71097,26.5317866,-80.0905465,1,red
Apache Junction,Arizona,37130,33.4150485,-111.5495777,2,black
Mount Prospect,Illinois,54771,42.0664167,-87.9372908,3,green
Cranston,Rhode Island,80566,41.7798226,-71.4372796,4,green
Lafayette,Indiana,70373,40.4167022,-86.8752869,1,yellow
Olathe,Kansas,131885,38.8813958,-94.8191285,2,red
Johns Creek,Georgia,82788,34.0289259,-84.198579,3,black
Greensboro,North Carolina,279639,36.0726354,-79.7919754,4,green
Kalamazoo,Michigan,75548,42.2917069,-85.5872286,1,yellow
Tigard,Oregon,50444,45.4312294,-122.7714861,2,red
Jacksonville,North Carolina,69079,34.7540524,-77.4302414,3,black
Citrus Heights,California,85285,38.7071247,-121.2810611,4,green
Tuscaloosa,Alabama,95334,33.2098407,-87.5691735,1,yellow
Ankeny,Iowa,51567,41.7317884,-93.6001278,2,red
Hawthorne,California,86199,33.9164032,-118.3525748,3,black
Hoover,Alabama,84126,33.4053867,-86.8113781,4,green
Delray Beach,Florida,64072,26.4614625,-80.0728201,1,green
Wellington,Florida,60202,26.6617635,-80.2683571,2,yellow
Bullhead City,Arizona,39383,35.1359386,-114.5285981,3,red
Weston,Florida,68388,26.1003654,-80.3997748,4,black
Troy,Michigan,82821,42.6064095,-83.1497751,1,green
New Rochelle,New York,79446,40.9114882,-73.7823549,2,yellow
Stockton,California,298118,37.9577016,-121.2907796,3,red
Royal Oak,Michigan,58946,42.4894801,-83.1446485,4,black
Titusville,Florida,44206,28.6122187,-80.8075537,1,green
Laguna Niguel,California,64652,33.5225261,-117.7075526,2,yellow
Spokane Valley,Washington,91113,47.6732281,-117.2393748,3,red
Costa Mesa,California,112174,33.6411316,-117.9186689,4,black
Grand Prairie,Texas,183372,32.7459645,-96.9977846,1,green
Portsmouth,Virginia,96205,36.8354258,-76.2982742,2,green
Lacey,Washington,44919,47.0342629,-122.8231915,3,yellow
Apex,North Carolina,42214,35.732652,-78.8502856,4,red
Sioux City,Iowa,82459,42.4999942,-96.4003069,1,black
Encinitas,California,61588,33.0369867,-117.2919818,2,green
Spanish Fork,Utah,36956,40.114955,-111.654923,3,yellow
Huntington Park,California,58879,33.9816812,-118.2250725,4,red
Eden Prairie,Minnesota,62603,44.8546856,-93.470786,1,black
Peoria,Arizona,162592,33.5805955,-112.2373779,2,green
Tempe,Arizona,168228,33.4255104,-111.9400054,3,yellow
Wilmington,Delaware,71525,39.7390721,-75.5397878,4,red
Taylorsville,Utah,60519,40.6677248,-111.9388258,1,black
Westland,Michigan,82578,42.324204,-83.400211,2,green
Mesquite,Texas,143484,32.7667955,-96.5991593,3,green
Burlington,North Carolina,51510,36.0956918,-79.4377991,4,yellow
Garland,Texas,234566,32.912624,-96.6388833,1,red
Richmond,California,107571,37.9357576,-122.3477486,2,black
Bismarck,North Dakota,67034,46.8083268,-100.7837392,3,green
Carson City,Nevada,54080,39.1637984,-119.7674034,4,yellow
Muskogee,Oklahoma,38863,35.7478769,-95.3696909,1,red
Augusta-Richmond County,Georgia,197350,33.4734978,-82.0105148,2,black
Fayetteville,North Carolina,204408,35.0526641,-78.8783585,3,green
Albany,Georgia,76185,31.5785074,-84.155741,4,yellow
Sayreville,New Jersey,44412,40.4594021,-74.360846,1,red
Newark,California,44096,37.5296593,-122.0402399,2,black
Diamond Bar,California,56449,34.0286226,-117.8103367,3,green
Decatur,Alabama,55816,34.6059253,-86.9833417,4,green
Chattanooga,Tennessee,173366,35.0456297,-85.3096801,1,yellow
Jeffersonville,Indiana,45929,38.2775702,-85.7371847,2,red
Bartlett,Illinois,41679,41.9950276,-88.1856301,3,black
Baldwin Park,California,76635,34.0852868,-117.9608978,4,green
Miami Beach,Florida,91026,25.790654,-80.1300455,1,yellow
Jackson,Tennessee,67685,35.6145169,-88.8139469,2,red
Port Arthur,Texas,54135,29.8849504,-93.939947,3,black
San Luis Obispo,California,46377,35.2827524,-120.6596156,4,green
Burleson,Texas,40714,32.5420821,-97.3208492,1,yellow
Newport Beach,California,87273,33.6189101,-117.9289469,2,red
Riverton,Utah,40921,40.521893,-111.9391023,3,black
Yakima,Washington,93257,46.6020711,-120.5058987,4,green
Dayton,Ohio,143355,39.7589478,-84.1916069,1,green
Gulfport,Mississippi,71012,30.3674198,-89.0928155,2,yellow
Long Beach,California,469428,33.7700504,-118.1937395,3,red
Chico,California,88077,39.7284944,-121.8374777,4,black
Hattiesburg,Mississippi,47556,31.3271189,-89.2903392,1,green
Eugene,Oregon,159190,44.0520691,-123.0867536,2,yellow
Colton,California,53243,34.0739016,-117.3136547,3,red
Montebello,California,63495,34.0165053,-118.1137535,4,black
Pleasanton,California,74110,37.6624312,-121.8746789,1,green
Everett,Washington,105370,47.9789848,-122.2020794,2,yellow
Hutchinson,Kansas,41889,38.0608445,-97.9297743,3,red
Fairfield,California,109320,38.2493581,-122.0399663,4,black
Avondale,Arizona,78822,33.4355977,-112.3496021,1,green
Euclid,Ohio,48139,41.5931049,-81.5267873,2,green
Battle Creek,Michigan,51848,42.3211522,-85.1797142,3,yellow
Bloomington,Minnesota,86319,44.840798,-93.2982799,4,red
Rock Island,Illinois,38877,41.5094771,-90.5787476,1,black
Beaverton,Oregon,93542,45.487062,-122.8037102,2,green
Kenner,Louisiana,66975,29.9940924,-90.2417434,3,yellow
Clovis,New Mexico,39508,34.4047987,-103.2052272,4,red
Troy,New York,49974,42.7284117,-73.6917851,1,black
Milpitas,California,69783,37.4323341,-121.8995741,2,green
Des Plaines,Illinois,58918,42.0333623,-87.8833991,3,yellow
Placentia,California,52206,33.8722371,-117.8703363,4,red
Taunton,Massachusetts,56069,41.900101,-71.0897674,1,black
Montclair,California,38027,34.0775104,-117.6897776,2,green
Johnson City,Tennessee,65123,36.3134397,-82.3534727,3,green
Savannah,Georgia,142772,32.0835407,-81.0998342,4,yellow
Warren,Ohio,40768,41.2375569,-80.8184166,1,red
Vancouver,Washington,167405,45.6387281,-122.6614861,2,black
Sunrise,Florida,90116,26.1669711,-80.256595,3,green
Muncie,Indiana,70316,40.1933767,-85.3863599,4,yellow
Lehi,Utah,54382,40.3916172,-111.8507662,1,red
San Francisco,California,837442,37.7749295,-122.4194155,2,black
Fontana,California,203003,34.0922335,-117.435048,3,green
Frisco,Texas,136791,33.1506744,-96.8236116,4,yellow
Chino Hills,California,76572,33.9898188,-117.7325848,1,red
Poway,California,49417,32.9628232,-117.0358646,2,black
Huber Heights,Ohio,38142,39.843947,-84.1246608,3,green
New Brunswick,New Jersey,55831,40.4862157,-74.4518188,4,green
Norfolk,Virginia,246139,36.8507689,-76.2858726,1,yellow
Hillsboro,Oregon,97368,45.5228939,-122.989827,2,red
San Jacinto,California,45851,33.7839084,-116.958635,3,black
Pensacola,Florida,52703,30.421309,-87.2169149,4,green
Hamilton,Ohio,62258,39.3995008,-84.5613355,1,yellow
Florence,South Carolina,37792,34.1954331,-79.7625625,2,red
San Bernardino,California,213708,34.1083449,-117.2897652,3,black
Peachtree Corners,Georgia,40059,33.9698929,-84.2214551,4,green
Victorville,California,121096,34.5362184,-117.2927641,1,yellow
Gary,Indiana,78450,41.5933696,-87.3464271,2,red
Casa Grande,Arizona,50111,32.8795022,-111.7573521,3,black
Morgan Hill,California,40836,37.1305012,-121.6543901,4,green
Dubuque,Iowa,58253,42.5005583,-90.6645718,1,green
Syracuse,New York,144669,43.0481221,-76.1474244,2,yellow
Clarksville,Tennessee,142357,36.5297706,-87.3594528,3,red
Lakeland,Florida,100710,28.0394654,-81.9498042,4,black
Valley Stream,New York,37659,40.6642699,-73.7084645,1,green
Dover,Delaware,37366,39.158168,-75.5243682,2,yellow
Moorhead,Minnesota,39398,46.8737648,-96.7678039,3,red
Culver City,California,39428,34.0211224,-118.3964665,4,black
Palatine,Illinois,69350,42.1103041,-88.03424,1,green
Seattle,Washington,652405,47.6062095,-122.3320708,2,yellow
Covington,Kentucky,40956,39.0836712,-84.5085536,3,red
Elk Grove,California,161007,38.4087993,-121.3716178,4,black
Shreveport,Louisiana,200327,32.5251516,-93.7501789,1,green
Ogden,Utah,84249,41.223,-111.9738304,2,green
Harrisonburg,Virginia,51395,38.4495688,-78.8689155,3,yellow
Inglewood,California,111542,33.9616801,-118.3531311,4,red
Pasadena,California,139731,34.1477849,-118.1445155,1,black
Lawrence,Massachusetts,77657,42.7070354,-71.1631137,2,green
Lake Oswego,Oregon,37610,45.4206749,-122.6706498,3,yellow
Petaluma,California,59440,38.232417,-122.6366524,4,red
Springfield,Ohio,59357,39.9242266,-83.8088171,1,black
Napa,California,79068,38.2975381,-122.286865,2,green
Aurora,Colorado,345803,39.7294319,-104.8319195,3,yellow
Duluth,Minnesota,86128,46.7866719,-92.1004852,4,red
Roanoke,Virginia,98465,37.2709704,-79.9414266,1,black
Bend,Oregon,81236,44.0581728,-121.3153096,2,green
Apple Valley,California,70924,34.5008311,-117.1858759,3,green
Waltham,Massachusetts,62227,42.3764852,-71.2356113,4,yellow
Fort Myers,Florida,68190,26.640628,-81.8723084,1,red
Tampa,Florida,352957,27.950575,-82.4571776,2,black
Upland,California,75413,34.09751,-117.6483876,3,green
Danville,Virginia,42907,36.5859718,-79.3950228,4,yellow
Beloit,Wisconsin,36888,42.5083482,-89.0317765,1,red
Plantation,Florida,90268,26.1275862,-80.2331036,2,black
Colorado Springs,Colorado,439886,38.8338816,-104.8213634,3,green
Modesto,California,204933,37.6390972,-120.9968782,4,yellow
Grand Rapids,Michigan,192294,42.9633599,-85.6680863,1,red
Oak Park,Illinois,52066,41.8850317,-87.7845025,2,black
Sarasota,Florida,53326,27.3364347,-82.5306527,3,green
Jurupa Valley,California,98030,33.9971974,-117.4854802,4,green
